artist,date,city,country,showVenue,supportAct,revenue,tourName,ticketsSold,ticketsAvailable,source,soldOut
Taylor Swift,12 February 2010,Adelaide,Australia,Adelaide Entertainment Centre,Gloriana Kellie Pickler,585352,Fearless Tour,9066,9066,TS Kaggle,TRUE
Taylor Swift,04 March 2010,Tampa,United States,St. Pete Times Forum,Gloriana Kellie Pickler,793049,Fearless Tour,13861,13861,TS Kaggle,TRUE
Taylor Swift,05 March 2010,Orlando,United States,Amway Arena,Gloriana Kellie Pickler,598581,Fearless Tour,11101,11101,TS Kaggle,TRUE
Taylor Swift,07 March 2010,Sunrise,United States,BankAtlantic Center,Gloriana Kellie Pickler,777442,Fearless Tour,13453,13453,TS Kaggle,TRUE
Taylor Swift,10 March 2010,Austin,United States,Frank Erwin Center,Gloriana Kellie Pickler,642705,Fearless Tour,11928,11928,TS Kaggle,TRUE
Taylor Swift,11 March 2010,Dallas,United States,American Airlines Center,Gloriana Kellie Pickler,742954,Fearless Tour,14022,14022,TS Kaggle,TRUE
Taylor Swift,12 March 2010,Corpus Christi,United States,American Bank Center Arena,Gloriana Kellie Pickler,501169,Fearless Tour,8423,8423,TS Kaggle,TRUE
Taylor Swift,18 March 2010,Philadelphia,United States,Wells Fargo Center,Gloriana Kellie Pickler,2002321,Fearless Tour,30360,30360,TS Kaggle,TRUE
Taylor Swift,19 March 2010,Philadelphia,United States,Wells Fargo Center,Gloriana Kellie Pickler,2002321,Fearless Tour,30360,30360,TS Kaggle,TRUE
Taylor Swift,20 March 2010,Charlottesville,United States,John Paul Jones Arena,Gloriana Kellie Pickler,664305,Fearless Tour,11858,11858,TS Kaggle,TRUE
Taylor Swift,26 March 2010,Auburn Hills,United States,The Palace of Auburn Hills,Gloriana Kellie Pickler,1711591,Fearless Tour,29125,29125,TS Kaggle,TRUE
Taylor Swift,27 March 2010,Auburn Hills,United States,The Palace of Auburn Hills,Gloriana Kellie Pickler,1711591,Fearless Tour,29125,29125,TS Kaggle,TRUE
Taylor Swift,28 March 2010,Cincinnati,United States,U.S. Bank Arena,Gloriana Kellie Pickler,645592,Fearless Tour,11208,11208,TS Kaggle,TRUE
Taylor Swift,31 March 2010,Oklahoma City,United States,Ford Center,Gloriana Kellie Pickler,675184,Fearless Tour,11795,11795,TS Kaggle,TRUE
Taylor Swift,01 April 2010,Wichita,United States,Intrust Bank Arena,Gloriana Kellie Pickler,610801,Fearless Tour,11208,11208,TS Kaggle,TRUE
Taylor Swift,02 April 2010,Kansas City,United States,Sprint Center,Gloriana Kellie Pickler,761110,Fearless Tour,13781,13781,TS Kaggle,TRUE
Taylor Swift,06 April 2010,Denver,United States,Pepsi Center,Gloriana Kellie Pickler,1497135,Fearless Tour,25991,25991,TS Kaggle,TRUE
Taylor Swift,07 April 2010,Denver,United States,Pepsi Center,Gloriana Kellie Pickler,1497135,Fearless Tour,25991,25991,TS Kaggle,TRUE
Taylor Swift,10 April 2010,Fresno,United States,Save Mart Center,Gloriana Kellie Pickler,649488,Fearless Tour,11706,11706,TS Kaggle,TRUE
Taylor Swift,11 April 2010,San Jose,United States,HP Pavilion,Gloriana Kellie Pickler,716726,Fearless Tour,12744,12744,TS Kaggle,TRUE
Taylor Swift,15 April 2010,Los Angeles,United States,Staples Center,Gloriana Kellie Pickler,1736197,Fearless Tour,27518,27518,TS Kaggle,TRUE
Taylor Swift,16 April 2010,Los Angeles,United States,Staples Center,Gloriana Kellie Pickler,1736197,Fearless Tour,27518,27518,TS Kaggle,TRUE
Taylor Swift,29 April 2010,Lexington,United States,Rupp Arena,Gloriana Kellie Pickler,1024223,Fearless Tour,17966,17966,TS Kaggle,TRUE
Taylor Swift,30 April 2010,Columbia,United States,Colonial Life Arena,Gloriana Kellie Pickler,755475,Fearless Tour,13429,13429,TS Kaggle,TRUE
Taylor Swift,01 May 2010,Raleigh,United States,RBC Center,Gloriana Kellie Pickler,752303,Fearless Tour,13895,13895,TS Kaggle,TRUE
Taylor Swift,06 May 2010,Des Moines,United States,Wells Fargo Arena,Gloriana Kellie Pickler,738280,Fearless Tour,13264,13264,TS Kaggle,TRUE
Taylor Swift,07 May 2010,Saint Paul,United States,Xcel Energy Center,Gloriana Kellie Pickler,846111,Fearless Tour,14914,14914,TS Kaggle,TRUE
Taylor Swift,08 May 2010,Moline,United States,iWireless Center,Gloriana Kellie Pickler,610668,Fearless Tour,10641,10641,TS Kaggle,TRUE
Taylor Swift,12 May 2010,Newark,United States,Prudential Center,Gloriana Kellie Pickler,1742669,Fearless Tour,26065,26065,TS Kaggle,TRUE
Taylor Swift,13 May 2010,Newark,United States,Prudential Center,Gloriana Kellie Pickler,1742669,Fearless Tour,26065,26065,TS Kaggle,TRUE
Taylor Swift,14 May 2010,Uniondale,United States,Nassau Veterans Memorial Coliseum,Gloriana Kellie Pickler,1713529,Fearless Tour,25831,25831,TS Kaggle,TRUE
Taylor Swift,15 May 2010,Uniondale,United States,Nassau Veterans Memorial Coliseum,Gloriana Kellie Pickler,1713529,Fearless Tour,25831,25831,TS Kaggle,TRUE
Taylor Swift,20 May 2010,Ottawa,Canada,Scotiabank Place,Gloriana Kellie Pickler,873206,Fearless Tour,13376,13376,TS Kaggle,TRUE
Taylor Swift,21 May 2010,Toronto,Canada,Air Canada Centre,Gloriana Kellie Pickler,2497690,Fearless Tour,30458,30458,TS Kaggle,TRUE
Taylor Swift,22 May 2010,Toronto,Canada,Air Canada Centre,Gloriana Kellie Pickler,2497690,Fearless Tour,30458,30458,TS Kaggle,TRUE
Taylor Swift,25 May 2010,Houston,United States,Toyota Center,Gloriana Kellie Pickler,1290926,Fearless Tour,23493,23493,TS Kaggle,TRUE
Taylor Swift,26 May 2010,Houston,United States,Toyota Center,Gloriana Kellie Pickler,1290926,Fearless Tour,23493,23493,TS Kaggle,TRUE
Taylor Swift,01 June 2010,Washington,United States,Verizon Center,Gloriana Kellie Pickler,1824743,Fearless Tour,27290,27290,TS Kaggle,TRUE
