Name,Genres,Popularity,Followers
ProdByAbnormal,jersey club,57,31465
Khalid,"pop, pop r&b",81,16273673
Yuki Hayashi,"anime score, japanese soundtrack",55,108191
Kataklysm,"brutal death metal, canadian metal, death metal, groove metal, melodic death metal, metal, quebec death metal, technical melodic death metal, viking metal",45,165154
Ryan Crosson,"detroit house, minimal techno",13,2138
DENNIS,"funk carioca, funk das antigas, sertanejo universitario",70,2172758
Peso Pluma,"corridos tumbados, sad sierreno",90,9683124
Mitch Hedberg,comedy,37,130758
Blaqbonez,"afrobeats, nigerian hip hop, nigerian pop",59,469430
Lucie Cravero,lo-fi study,51,658
Jim Carrey,canadian comedy,41,12938
Kid Abelha,"mpb, pop rock brasileiro, rock nacional brasileiro",59,1583037
The Acacia Strain,"deathcore, downtempo deathcore, melodic metalcore, metalcore",45,187987
Cidade Negra,"axe, brazilian reggae, brazilian rock, mpb, pagode",56,1423260
Estelle,"neo soul, r&b",63,272689
Puscifer,"alternative metal, industrial rock, nu metal",52,626812
Joeboy,"afrobeats, afropop, azontobeats, nigerian pop",60,1622179
Die Atzen,"german dance, german techno, partyschlager",52,155156
DaBaby,"hip hop, north carolina hip hop, pop rap, rap, trap",77,11461300
Exaltasamba,"axe, pagode, pagode novo, samba paulista, sertanejo universitario",63,1777606
Robin Thicke,"dance pop, neo soul, pop rap, r&b, urban contemporary",61,1961823
Tream,techno remix,67,197801
itssvd,"lo-fi chill, sad lo-fi",59,80839
Conjunto Rienda Real,sad sierreno,60,106631
Kacey Musgraves,"classic texas country, contemporary country, country dawn",75,1264625
Napalm Death,"birmingham metal, british death metal, british grindcore, death metal, deathgrind, grindcore, groove metal, metal",43,337455
Danzig,"alternative metal, groove metal, grunge, hard rock, metal, nu metal, punk",56,893621
Julian Lage,"contemporary jazz, jazz guitar",44,108894
Bill Kirchen,neo honky tonk,20,8256
BRIDEAR,"idol rock, j-pixie, japanese power metal, kawaii metal",23,29070
Loreena McKennitt,"canadian celtic, celtic, new age, world",52,478828
Tim Toupet,"discofox, partyschlager",43,51494
Matthew Sweet,"alternative rock, jangle pop, laboratorio, power pop, underground power pop",36,71086
Dzeko,"canadian electronic, dutch house, edm, electro house, pop dance, pop edm, progressive electro house",55,69971
Taeko Onuki,"anime, classic city pop, japanese new wave, techno kayo",51,212330
Krafty Kuts,"breakbeat, nu skool breaks, psybreaks",35,44328
347aidan,sad rap,62,455984
Towerz,lo-fi study,52,9473
Culture Club,"new romantic, new wave, new wave pop, soft rock, synthpop",61,1517725
Terrence Parker,"deep house, detroit house, detroit techno, soulful house",34,25631
Leon Lai,"c-pop, cantopop, classic cantopop",48,137831
Hideyuki Hashimoto,japanese piano,57,25045
Raça Negra,"pagode, sertanejo, sertanejo universitario",63,2266213
David Kushner,gen z singer-songwriter,75,1688994
Gonzaguinha,"bossa nova, mpb, pagode, samba, velha guarda",50,603865
Badfinger,"album rock, beatlesque, classic rock, country rock, folk rock, heartland rock, jangle pop, mellow gold, power pop, psychedelic rock, singer-songwriter, soft rock",50,393221
The All-American Rejects,"alternative metal, modern rock, neo mellow, neon pop punk, pop punk, pop rock, post-grunge",64,2589115
Brytiago,"reggaeton, trap latino, urbano latino",73,6791944
Plan B,"reggaeton, trap latino, urbano latino",77,3706847
Dave Stewart,"new wave pop, rock keyboard",66,31668
Tale Of Us,"italian techno, melodic techno, minimal tech house",47,426657
Bryson Tiller,"kentucky hip hop, r&b, rap",77,7734265
Silvanno Salles,"arrocha, forro",52,269309
Despise You,"california hardcore, crust punk, grindcore, powerviolence",25,18038
Duke Ellington,"african-american classical, harlem renaissance, jazz, jazz piano, swing, vocal jazz",57,851538
Miss May I,"melodic deathcore, melodic metalcore, metalcore",50,486571
Renée Fleming,"classical soprano, opera",46,57104
Mindless Self Indulgence,"dance-punk, pov: indie",61,864380
ONE OK ROCK,"j-pop, j-rock, japanese emo",69,5227337
Janie Becker,new age piano,45,2436
KayBlack,"trap brasileiro, trap funk",74,2432786
Romeo Santos,"bachata, latin hip hop, latin pop, urbano latino",80,20510026
André Rieu,"easy listening, operatic pop, pop violin",61,1119749
Yeah Yeah Yeahs,"alternative dance, alternative rock, art pop, dance-punk, garage rock, indie rock, modern rock, neo-synthpop, new rave",63,1276400
Björk,"art pop, electronica, experimental pop, experimental vocal, icelandic experimental, icelandic pop, icelandic singer-songwriter, metropopolis, permanent wave, trip hop",63,1962003
Xand Avião,"arrocha, forro, forro de favela, funk carioca",65,3121675
Aborted,"belgian death metal, belgian metal, brutal death metal, death metal, deathgrind, goregrind, grindcore, technical death metal",35,123842
Ava Max,pop,77,6297768
Paul Oakenfold,trance,48,200032
Capital Inicial,"brazilian rock, pop rock brasileiro, rock brasiliense, rock nacional brasileiro",61,2844007
Boyscott,indie garage rock,45,62424
Matchbox Twenty,"neo mellow, pop rock, post-grunge",65,2453524
Yuna,malaysian pop,54,438447
Rahat Fateh Ali Khan,"classic pakistani pop, filmi, modern bollywood, qawwali, sufi",71,18334482
Butcher Babies,"groove metal, slayer",41,179827
K. S. Harisankar,"malayalam pop, mollywood",58,578248
Sevenn,brazilian edm,55,166683
Venetian Snares,"braindance, breakcore, deep idm, drill and bass, hardcore techno, intelligent dance music",34,113045
Lake Street Dive,"boston rock, indie folk, new americana",58,526383
Dashboard Confessional,"emo, neon pop punk, pop punk, pop rock",53,597482
The Band CAMINO,"hopebeat, pov: indie",59,380604
Maren Morris,"classic texas country, contemporary country",68,779473
The Growlers,"garage rock revival, indie garage rock, indie surf",56,611341
Freshlyground,"african rock, afropop, kwaito, south african jazz, south african pop, south african pop dance",58,64543
Bon Iver,"chamber pop, eau claire indie, indie folk, melancholia, modern rock",74,3525142
SAINt JHN,"melodic rap, slap house",65,1015860
Yosi Horikawa,"abstract beats, japanese experimental, japanese idm",31,52948
Bryant Myers,"reggaeton, reggaeton flow, trap latino, urbano latino",79,10183677
Barrett Wilbert Weed,"broadway, show tunes",57,70469
In Flames,"alternative metal, gothenburg metal, melodic death metal, melodic metalcore, metal, swedish alternative rock, swedish death metal, swedish melodeath, swedish metal",62,1136058
Los Angeles Negros,"chilean rock, mexican rock-and-roll, nueva ola chilena, ranchera",59,1004553
T-Pain,"dance pop, gangster rap, hip hop, pop rap, r&b, rap, southern hip hop, trap, urban contemporary",75,4615038
Bernward Koch,new age,45,23233
Ski Aggu,german hip hop,71,268544
Bishop Briggs,modern alternative rock,60,845528
Rival Consoles,"ambient idm, compositional ambient, electronica, intelligent dance music",47,154245
Blackstreet,"boy band, contemporary r&b, new jack swing, r&b",61,765446
Tempoe,afrobeats,61,13238
Chaka Khan,"disco, funk, neo soul, quiet storm, soul",60,1571748
Elvis Costello & The Attractions,"art rock, heartland rock, new romantic, new wave, new wave pop, power pop, pub rock",49,274384
Timothy Hughes,,44,78
Mary J. Blige,"dance pop, hip pop, neo soul, r&b, urban contemporary",69,3724164
Cliff Richard,"adult standards, rock-and-roll",58,345099
Astor Piazzolla,"bandoneon, latin classical, nuevo tango, tango",48,327348
Swattrex,"indian lo-fi, punjabi lo-fi",51,83427
Ethan Ross,emo rap,55,19636
Hacken Lee,"c-pop, cantopop, classic cantopop",49,451567
Gary Clark Jr.,"electric blues, modern blues rock, rock, soul blues, texas blues",53,886302
Alcione,"axe, mpb, musica maranhense, pagode, pagode novo, samba",59,1003414
DJ Koze,"electronica, future garage, german techno, hamburg electronic, microhouse, minimal techno",52,223423
Owl Vision,"dark clubbing, electro trash",42,41372
Erik Satie,"classical, early avant garde, early modern classical, impressionism, post-romantic era",64,787055
Kathryn Toyama,new age piano,42,2126
Isi Glück,partyschlager,52,41754
Francisco Canaro,"orquesta tipica, tango, vintage tango",34,25046
Buffalo Springfield,"album rock, blues rock, classic rock, country rock, folk, folk rock, heartland rock, mellow gold, psychedelic rock, rock, roots rock, soft rock, southern rock",61,781815
Namewee,"malaysian mandopop, mandopop",48,366834
Last Days Of Humanity,"deathgrind, goregrind, grindcore, pornogrind",28,20733
DJ Smallz 732,jersey club,51,29918
Tony Rice,"bluegrass, instrumental bluegrass, progressive bluegrass",39,48047
Zac Brown Band,"contemporary country, country, country road, modern country rock",69,3745251
Tipe-X,"indonesian pop rock, indonesian ska",62,844340
Clean Bandit,"pop, uk dance, uk funky",71,5381125
Stefflon Don,"dancehall, dancehall queen, uk dancehall, uk hip hop",63,1178589
My Chemical Romance,"emo, modern rock, pop punk, pov: indie, rock",75,8134782
Michael Kiwanuka,"british soul, neo soul, psychedelic soul, soul",63,1358878
Megaraptor,finnish heavy metal,35,9517
Five For Fighting,"neo mellow, piano rock, pop rock",54,852565
D-Block Europe,"melodic drill, uk hip hop",76,1253701
Trivecta,"dubstep, gaming edm, melodic dubstep, pop edm",49,67935
Britney Spears,"dance pop, pop",79,13456648
Ado,"j-pop, japanese teen pop",74,3511140
Edgardo Nuñez,"corrido, corridos tumbados, sad sierreno, sierreno",70,1160188
Nivel,"corrido, corridos tumbados, sad sierreno, sierreno",60,690959
The Feelies,"alternative country, alternative rock, double drumming, dunedin sound, experimental rock, gbvfi, jangle pop, new jersey indie, no wave, post-punk, power pop",36,65645
Collie Buddz,"dancehall, reggae fusion",58,391416
Hooverphonic,"downtempo, electronica, trip hop",50,419019
Mariene De Castro,"samba, umbanda",52,105352
Bloc Party,"alternative dance, alternative rock, dance-punk, indie rock, indietronica, modern rock, neo-synthpop, new rave, scottish rock",58,1109268
Summer Salt,indie garage rock,48,329511
Riff Raff,,48,182374
PNL,"french hip hop, pop urbaine",71,7950956
wave to earth,korean city pop,72,1403085
Zion & Lennox,"reggaeton, urbano latino",74,7698157
Soilent Green,"american grindcore, grindcore, louisiana metal, sludge metal, stoner metal",21,25885
Grupo Los de la O,"corrido, corridos tumbados, norteno, sad sierreno",64,1137926
Screeching Weasel,"chicago punk, hardcore punk, power-pop punk, punk, ramonescore, ska, ska punk, skate punk",41,91011
Monjes Tibetanos,"musica de fondo, world meditation",24,14662
Kotiteollisuus,"finnish heavy metal, suomi rock",41,46429
Toquinho,"bossa nova, mpb, samba, velha guarda, violao",57,447235
VOCES8,"british choir, choral, contemporary choir, vocal ensemble",50,74438
Matt Maeson,pov: indie,61,444185
Secret Agent 23 Skidoo,"asheville indie, kids hip hop, kindie rock",20,7064
What So Not,"aussietronica, brostep, edm, electro house, electronic trap, escape room, vapor twitch",53,308121
"Harry Connick, Jr.","adult standards, contemporary vocal jazz, lounge, vocal jazz",56,517141
A Day To Remember,"alternative metal, metalcore, neon pop punk, pop emo, pop punk, screamo",67,2296165
Bob Sinclar,"disco house, filter house",66,594331
Ariana Grande,pop,88,95604966
Filter,"alternative metal, alternative rock, grunge, industrial metal, nu metal, post-grunge",51,518921
Belle and the Nursery Rhymes Band,"children's music, nursery",57,20183
Malle Anja,partyschlager,44,1778
NEEDTOBREATHE,"ccm, christian alternative rock, christian indie, christian music, folk-pop",61,817355
Rose's Pawn Shop,"neo honky tonk, new americana",13,3675
Warren Zevon,"country rock, folk, folk rock, heartland rock, piano rock, roots rock, singer-songwriter",52,404191
Elena Kamburova,"bard, russian romance",24,4485
Dermot Kennedy,"folk-pop, irish pop, uk pop",70,1461470
Fish Leong,"malaysian mandopop, mandopop",56,806474
James Hand,"honky tonk, roots americana",21,5847
MGMT,"alternative rock, indie rock, indietronica, modern rock, rock",71,2922013
Kainbeats,"anime lo-fi, lo-fi study",57,14174
Caspar Babypants,"children's folk, kindie rock",49,40995
Jada Kingdom,"dancehall, dancehall queen",48,215684
Traffic,"blues rock, british blues, classic rock, country rock, folk rock, mellow gold, progressive rock, psychedelic rock",46,583908
Lizzy McAlpine,"alt z, boston folk, indie pop, singer-songwriter pop",71,733977
DannyLux,sad sierreno,70,1278235
Fernandinho,"brazilian gospel, rock gospel brasileiro",66,4673926
Dimension Latina,"classic venezuelan pop, salsa, salsa venezolana",57,54303
Caskets,metalcore,58,128369
Sasha Alex Sloan,alt z,67,1398363
Joan Jett & the Blackhearts,"glam punk, rock",62,757388
Oasis Ministry,latin christian,55,295360
WEDNESDAY CAMPANELLA,"hyperpop, japanese dance pop, japanese electropop",49,268012
Rubén Blades,"latin jazz, salsa, tipico, tropical",60,1545225
Ovi,"corrido, corridos tumbados, sad sierreno, trap latino, urbano latino",66,1139074
Edgar Meyer,"contrabass, progressive bluegrass",42,25236
21 Savage,"atl hip hop, hip hop, rap",88,15865597
Maggie Rogers,indie pop,67,1007010
Wizkid,"afrobeats, afropop, azonto, nigerian hip hop, nigerian pop",74,4607796
Willie Gonzalez,"salsa, salsa puertorriquena, tropical",58,961278
Jeremy Zucker,"alt z, electropop, pop",68,2241152
Sufjan Stevens,"art pop, baroque pop, chamber pop, indie pop, indie rock, singer-songwriter",70,1903555
Dwele,"neo soul, urban contemporary",67,291654
Against Me!,"folk punk, gainesville indie, orgcore, punk, skate punk",48,286002
Willie Colón,"salsa, tropical",67,1737845
Thin Lizzy,"album rock, blues rock, classic rock, glam metal, hard rock, irish rock, metal, rock",59,1220099
Hairitage,dubstep,45,26791
Huda Hudia,"breakbeat, nu skool breaks, psybreaks",23,4931
Charly Lownoise & Mental Theo,"bubble trance, happy hardcore, hardcore techno",42,26817
Yogi B,"malaysian hip hop, tamil pop",48,164048
Jay Fung,cantopop,47,57024
Rei Harakami,"j-ambient, japanese electronic, japanese idm, shibuya-kei",35,77628
Otaku,anime lo-fi,61,49614
Виктор Лебедев,russian romance,15,702
Mishaal Tamer,"lo-fi chill, sad lo-fi",57,56892
DJ Taj,jersey club,37,33099
Dierks Bentley,"contemporary country, country, country road, modern country rock",65,3092352
Mary J. Blige,"dance pop, hip pop, neo soul, r&b, urban contemporary",69,3724164
Bully,"bubblegrunge, indie punk, modern power pop",41,82902
Zach Bryan,"classic oklahoma country, modern country pop",86,2733141
Rema,"afrobeats, nigerian pop",77,3649016
Sega Bodega,"deconstructed club, escape room, hyperpop, proto-hyperpop",41,87672
The Weeknd,"canadian contemporary r&b, canadian pop, pop",93,75751606
HammerFall,"gothenburg metal, metal, power metal, speed metal, swedish power metal, symphonic metal",53,621221
Simge,"deep turkish pop, persian pop, turkish pop",64,1320508
Helmet,"alternative metal, alternative rock, groove metal, grunge, industrial metal, industrial rock, nu metal, post-hardcore",48,294712
TOMORROW X TOGETHER,"k-pop, k-pop boy group",76,9197904
Venom,"black metal, black thrash, british black metal, death metal, metal, nwobhm, old school thrash, speed metal, thrash metal",41,501244
Ferrugem,"pagode, pagode novo, sertanejo universitario",71,5512787
Mr Demon,techno remix,55,830
Los Primos del Este,"corrido, corridos tumbados, sad sierreno, sierreno",62,188409
Frankie Ruiz,"salsa, salsa puertorriquena, tropical",64,1404262
HALIENE,melodic dubstep,51,39000
Wes Montgomery,"hard bop, jazz, jazz guitar",49,258221
The Big Bopper,"doo-wop, rock-and-roll, rockabilly",37,133650
King Gnu,"j-pop, j-rock",72,3090484
Jung Kook,k-pop,89,11714331
Tracy Chapman,"folk, lilith, singer-songwriter, women's music",68,1574504
Ten Years After,"blues rock, british blues, classic rock, progressive rock, psychedelic rock",49,534039
After The Burial,"deathcore, djent, melodic metalcore, metalcore, minneapolis metal, progressive metalcore",46,292426
Jon Lajoie,"comedy rap, comic, parody",52,163648
Hitomi Shimatani,"j-idol, j-pop",38,108130
Nat King Cole,"adult standards, lounge, soul, swing, vocal jazz",77,2155915
Far Too Loud,"breakbeat, complextro, electro house, filthstep, nu skool breaks",33,34758
D’MASIV,"indonesian pop, indonesian pop rock, malaysian pop",60,1269975
Jean-Baptiste Lully,"baroque, classical, early music, french baroque, french opera",49,57487
Pat Boone,"adult standards, easy listening, rock-and-roll, rockabilly",45,200512
Five Finger Death Punch,"alternative metal, groove metal, nu metal",71,6290854
Gramatik,"downtempo, instrumental hip hop, jazz boom bap, jazztronica, livetronica, slovenian electronic, trip hop",53,667952
Audio Bullys,"big beat, breakbeat",43,71124
Almafuerte,"argentine heavy metal, argentine rock, latin metal",54,216697
Luccas Carlos,"brazilian hip hop, pop nacional, pop rap brasileiro, r&b brasileiro",64,922370
Horcas,"argentine heavy metal, argentine metal, argentine rock, latin metal",34,58686
Infraction,dark clubbing,42,13398
NewJeans,"k-pop, k-pop girl group",81,6469852
Septicflesh,"death metal, greek metal, melodic death metal, metal, symphonic black metal, symphonic death metal, symphonic metal",41,155314
Winds of Plague,"blackened deathcore, deathcore, melodic metalcore, metalcore, symphonic deathcore",31,114227
JPEGMAFIA,"alternative hip hop, experimental hip hop, industrial hip hop, underground hip hop",62,701240
Cafe Music BGM channel,"background music, dinner jazz",66,245997
B Praak,"desi pop, filmi, punjabi pop",73,8903524
The Holy Santa Barbara,"partyschlager, tekk",45,29453
The Pointer Sisters,"disco, girl group, hi-nrg, motown, new wave pop, soft rock",59,1014981
The Chicks,"contemporary country, country, country dawn",64,1419286
Leftfield,"big beat, breakbeat, classic progressive house, downtempo, electronica, trip hop",44,207468
Beastie Boys,"alternative rock, east coast hip hop, golden age hip hop, hip hop, old school hip hop, rap, rap rock, rock",66,2682449
Larry Williams,"doo-wop, rhythm and blues, rock-and-roll, rockabilly",37,16829
Chau Sara,lo-fi study,51,3559
James Hype,"deep groove house, house, pop dance, uk dance",67,299366
Mat Kearney,"acoustic pop, neo mellow",49,490758
The Prototypes,"drum and bass, jump up, neurofunk",38,68079
When Chai Met Toast,"folk-pop, indian indie, malayalam indie",44,354352
Jeff Foxworthy,"clean comedy, comedy",36,58143
Three Days Grace,"alternative metal, canadian metal, canadian rock, nu metal, post-grunge, rock",72,5927185
Sir Neville Marriner,"classical performance, orchestral performance",64,29804
Kirk Franklin,"gospel, gospel r&b",63,1639454
Udit Narayan,"chutney, filmi, odia pop",77,12544928
Zack Fox,"chill abstract hip hop, indie hip hop, meme rap, social media pop",50,154482
AnnenMayKantereit,"cologne indie, german singer-songwriter",65,1767874
Trazendo a Arca,"brazilian gospel, groove gospel",55,1078725
Anderson .Paak,"escape room, hip hop, indie soul, neo soul",74,2431915
Yuri Morfessi,russian romance,1,463
Gloria Gaynor,"disco, soft rock",62,989294
Mobb Deep,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop",65,1987503
Agricantus,"indie siciliano, italian folk, musica etnica, world chill",13,4302
Jim Brickman,"new age, new age piano",55,125716
Achint,"indian folk, indian indie",56,22317
KilSoSouth,jersey club,35,4919
System Of A Down,"alternative metal, nu metal, rap metal, rock",77,9956959
Lucid Keys,lo-fi study,51,1907
Other Nothing,ambient lo-fi,54,11037
Vanesa Martín,"latin arena pop, pop flamenco, spanish pop, spanish pop rock",62,1119406
Snoh Aalegra,"alternative r&b, scandinavian r&b, swedish soul",63,1114321
Architects,"mathcore, melodic metalcore, metalcore, progressive metalcore, uk metalcore",61,890627
Seikima-II,japanese heavy metal,34,46742
Gowry Lekshmi,"malayalam pop, mollywood",52,282968
Irmão Lázaro,"brazilian gospel, forro gospel",53,306520
VINAI,"dutch house, edm, electro house, melbourne bounce international, pop dance, progressive electro house, slap house",65,488583
Henrik Janson,chill guitar,45,6990
Buddy,"alternative r&b, cali rap, canadian hip hop",54,234944
Konshens,"dancehall, traphall",61,463522
Kreisligalegende,partyschlager,48,13052
Pink Noise,sleep,52,4276
Nature Sounds,"environmental, sleep, water",60,102110
Jessie Murph,"modern country pop, singer-songwriter pop",71,755822
Da Tweekaz,"classic hardstyle, euphoric hardstyle",60,287689
EXO,"k-pop, k-pop boy group",69,9804638
The Avett Brothers,"indie folk, new americana, north carolina indie, north carolina roots, progressive bluegrass, stomp and holler",57,987678
Gruppa Express,"russian romance, ukrainian folk",21,1606
Big Pun,"bronx hip hop, east coast hip hop, hardcore hip hop",59,1342243
Lani Love,kids hip hop,17,20056
Meet Bros.,"desi pop, filmi, modern bollywood",63,1698922
Elephant Man,"dancehall, jamaican dancehall, reggae fusion",49,365702
AfroCubism,"afropop, mande pop, musica tradicional cubana, world",31,28057
Dead Or Alive,"hi-nrg, new romantic, new wave pop, synthpop",55,375972
Diane Arkenstone,"healing, new age",40,24545
Ruger,afrobeats,62,1972207
Adoniran Barbosa,"bossa nova, mpb, samba, samba paulista, velha guarda",53,302965
3 Doors Down,"alternative metal, nu metal, post-grunge, rock",68,4280842
Elysion,"fallen angel, gothic metal, gothic symphonic metal, greek metal, symphonic metal",46,49098
The Maddox Brothers & Rose,"bakersfield sound, honky tonk, traditional country, western swing",9,3099
Kasabian,"alternative rock, britpop, garage rock, leicester indie, modern rock, rock",59,1767783
Creedence Clearwater Revival,"classic rock, country rock, rock, southern rock, swamp rock",77,6253497
Ñengo Flow,"reggaeton, trap latino, urbano latino",78,5234746
Enrico Sangiuliano,"dark techno, italian techno",53,180533
Alexandre Pires,"axe, pagode, pagode novo",59,644204
GIMS,"french hip hop, french pop, r&b francais, rap conscient",71,4202235
Hikaru Shirosu,"anime score, japanese piano",52,18251
Goldfrapp,"alternative dance, art pop, electronica, indietronica, neo-synthpop, trip hop",48,544330
Malie Donn,"dancehall, traphall",47,54861
Petula Clark,"adult standards, bubblegum pop, easy listening, folk rock, merseybeat, rock-and-roll, rockabilly",48,322915
The Beatles,"british invasion, classic rock, merseybeat, psychedelic rock, rock",83,26766009
Katy Moffatt,neo honky tonk,5,395
Dilsinho,"pagode, pagode novo, sertanejo universitario",71,4245120
Above & Beyond,"edm, progressive house, progressive trance, trance, uplifting trance",59,782962
Vinícius de Moraes,"bossa nova, mpb, samba, velha guarda",55,512532
Woods Of Ypres,"canadian black metal, canadian metal, doom metal, gothic metal",39,82017
OnDaMiKe,"breakbeat, psybreaks",26,2931
Hozier,"irish singer-songwriter, modern rock, pov: indie",81,6226728
Natanael Cano,"corrido, corridos tumbados, musica mexicana, sad sierreno, sierreno",85,9850180
Paul Elstak,"happy hardcore, hardcore techno, nederlandse hardstyle, nu gabber",55,224386
Mqx,gym hardstyle,54,32649
Bad Religion,"punk, skate punk, socal pop punk",60,1244403
Grupo Menos É Mais,"pagode, pagode novo",73,3083313
Orlando Voorn,"detroit techno, techno",16,4234
Salim–Sulaiman,"filmi, indian folk, modern bollywood",63,1957093
Hande Yener,turkish pop,63,1064651
Die Apokalyptischen Reiter,"folk metal, german heavy metal, german metal, medieval rock, viking metal",39,71342
The Hangdogs,neo honky tonk,3,701
Vacations,"newcastle nsw indie, pov: indie",70,808092
Amos Lee,"acoustic pop, neo mellow, stomp and holler",57,472803
Dylan Scott,"contemporary country, country, country road, modern country rock",67,1535199
Angerfist,"hardcore techno, tekk, uptempo hardcore",56,465987
The Cleaners From Venus,"experimental pop, lo-fi, no wave, tape club, uk post-punk",40,60039
Béla Fleck,"banjo, bluegrass, instrumental bluegrass, progressive bluegrass",39,73023
Fafá de Belém,"axe, carimbo, mpb, musica popular paraense, pagode, pop nacional antigas, samba, velha guarda",53,235839
Delain,"dutch metal, gothic metal, gothic symphonic metal, power metal, symphonic metal",45,267758
Danny Ocean,"pop venezolano, reggaeton, trap latino, urbano latino",75,5342933
Little Baby Bum Nursery Rhyme Friends,"cartoon, children's music, nursery, preschool children's music",57,54109
Yo-Yo Ma,"chamber ensemble, classical cello, classical performance",64,584658
Bausa,german hip hop,66,1062957
Freescha,"ambient idm, deep idm, drill and bass, intelligent dance music",23,8003
Love and Rockets,"gothic rock, new romantic, new wave, post-punk, uk post-punk",40,195130
sign crushes motorist,,62,221646
The Bad Kids Klass,,7,10
Lainey Wilson,"contemporary country, modern country pop",69,432350
Bayka,"dancehall, jamaican dancehall, traphall",47,73529
Queen Latifah,"conscious hip hop, east coast hip hop, golden age hip hop, hip hop, new jersey rap",50,198484
Scandisk7,chill breakcore,18,2336
Pique Novo,"pagode, pagode novo",51,655775
Death Grips,"escape room, experimental hip hop, industrial hip hop",56,843886
Lourena,"brazilian hip hop, r&b brasileiro",60,345651
Tom Odell,chill pop,75,3606923
Kasbo,"future bass, pop edm, swedish electropop, vapor twitch",51,157127
John Mellencamp,"album rock, classic rock, country rock, folk rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",63,1643743
Alex Favela,corrido,69,60857
Helen Jane Long,new age piano,48,43233
Morcheeba,"downtempo, electronica, trip hop",58,819124
DJ30A,breakbeat,20,1649
Los Solitarios,"grupera, mexican rock-and-roll, ranchera",56,312163
Future,"atl hip hop, hip hop, rap, southern hip hop, trap",88,15529290
Këkht Aräkh,ukrainian black metal,42,77099
Beach Bunny,"bubblegrunge, chicago indie, indie pop, pov: indie",66,1257608
Bloodbound,"melodic metal, power metal, swedish heavy metal, swedish power metal, symphonic metal",47,103212
Maria Bethânia,"bossa nova, mpb, samba de roda, umbanda",59,1139655
Ozuna,"puerto rican pop, reggaeton, trap latino, urbano latino",84,38166705
André e Felipe,"brazilian gospel, sertanejo gospel",60,156805
Haggus,"american grindcore, goregrind, mincecore",27,16454
Elijah Lee,lo-fi study,49,10607
Eric Clapton,"album rock, blues rock, classic rock, electric blues, mellow gold, rock, singer-songwriter, soft rock",69,5644572
Maribou State,"electronica, future garage, indie soul",62,355606
Emma Peters,french pop,61,157628
Hatebreed,"alternative metal, connecticut hardcore, hardcore, industrial metal, melodic metalcore, metalcore, nu metal",54,602563
Fleetwood Mac,"album rock, classic rock, rock, soft rock, yacht rock",79,10784416
Opus III,"ambient house, dream trance, hardcore techno, hip house",52,16556
Mr. President,"eurodance, europop, german techno",53,132962
arai tasuku,japanese idm,25,10999
Gabrielle Aplin,"acoustic pop, indie anthem-folk, neo-singer-songwriter, uk pop, viral pop",55,687216
The Little 'uns,"children's music, nursery",53,7401
Pink Guy,"comedy rap, meme rap",49,1114283
Calcinha Preta,"axe, forro, sertanejo, sertanejo universitario, tecnobrega",57,1022600
Pappo,"argentine heavy metal, argentine rock, latin metal",49,403802
Marlon Hoffstadt,deep euro house,56,46626
CHVRCHES,"indietronica, metropopolis, neo-synthpop, shimmer pop",60,1384278
3OH!3,"dance pop, electropowerpop, pop punk, pop rap, post-teen pop",60,966913
Percy Sledge,"classic soul, rock-and-roll, soul, southern soul",52,494495
HWASA,"k-pop, korean talent show",64,4663807
Barney,"cartoon, children's music",50,104207
MARINA,"metropopolis, pop, pov: indie, uk alternative pop",70,5109228
Good Charlotte,"alternative metal, modern rock, neon pop punk, pop punk, pop rock, post-grunge",63,2500028
Armandinho,"brazilian reggae, reggae gaucho, rock gaucho",62,1258965
Ernesto Cortazar,operatic pop,49,44731
Dani Flow,reggaeton mexicano,75,405924
Reneé Rapp,"alt z, singer-songwriter pop",67,363673
Shadow of Intent,"deathcore, melodic deathcore, melodic metalcore, slamming deathcore, symphonic deathcore",47,179469
Plastikman,"acid house, detroit techno, intelligent dance music, microhouse, minimal techno, techno",34,88994
Hanni Licht,chill guitar,43,117
Ovy On The Drums,"colombian pop, reggaeton colombiano, trap latino, urbano latino",72,270709
Gabríel Ólafs,"background piano, neo-classical",57,22368
Ben E. King,"rock-and-roll, soul",64,564211
Teejay,"dancehall, jamaican dancehall, jamaican hip hop, traphall, trinibad",49,180792
Leiva,"cantautor, latin arena pop, spanish indie pop, spanish pop, spanish rock",61,714108
Coolio,"g funk, gangster rap, hip hop, west coast rap",66,1038459
Tito Rojas,"salsa, salsa puertorriquena, tropical",55,1410494
Lil Uzi Vert,"hip hop, melodic rap, philly rap, rage rap, rap",83,16358987
Avril Lavigne,"canadian pop, candy pop, dance pop, pop",73,10564947
Mötley Crüe,"album rock, alternative metal, glam metal, hard rock, metal, rock, sleaze rock",68,4949686
Makoto Matsushita,classic city pop,44,53223
La Santa Grifa,"mexican hip hop, sad sierreno, tamaulipas rap",72,4854831
Franky ‘Fastfingers’ Flint,"honky-tonk piano, old west",15,457
ANAVITÓRIA,"folk brasileiro, nova mpb, pop lgbtq+ brasileira, pop nacional",67,6882905
jahmiel,"dancehall, jamaican dancehall",46,196595
Paul Anka,"adult standards, canadian pop, easy listening, rock-and-roll",59,663992
