Name,Genres,Popularity,Followers
DJ Pierre,"acid house, chicago house",24,12942
Jeff Rosenstock,"bubblegrunge, folk punk, indie punk, modern power pop",49,125393
Orgy,"alternative metal, electronic rock, industrial metal, industrial rock, nu metal, post-grunge",46,325901
Mr. Williamz,"ragga jungle, uk dancehall",42,7674
Rush,"album rock, canadian metal, classic canadian rock, classic rock, hard rock, progressive rock, rock",63,2216571
After The Burial,"deathcore, djent, melodic metalcore, metalcore, minneapolis metal, progressive metalcore",46,292426
Daryl Hall & John Oates,"album rock, classic rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock",72,2280044
Burzum,"ambient black metal, atmospheric black metal, autonomous black metal, black metal, dungeon synth, metal, norwegian black metal, norwegian metal, pagan black metal, tolkien metal",46,382376
Georg Erixon,acoustic guitar cover,47,4372
Pierson Booth,lo-fi study,50,607
Héctor Varela,"bandoneon, vintage tango",27,10180
Pathology,"brutal death metal, deathgrind, grindcore, technical death metal",27,33184
Hotline TNT,grungegaze,43,12324
Railroad Earth,"jam band, jamgrass, progressive bluegrass",36,100593
Serhat Durmus,"arab trap, turkish trap",55,365745
Duman,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock",63,5319499
VeggieTales,"cartoon, children's music",49,103081
Wilder Woods,"acoustic pop, indiecoustica",46,68240
Dexta Daps,"dancehall, riddim",54,362177
La Bouche,"diva house, eurodance, german techno",62,271304
The O'Neill Brothers Group,"christmas instrumental, classify, coverchill, relaxative",55,20757
Okieriete Onaodowan,show tunes,63,4577
Alle Farben,"deep euro house, german dance",61,346555
Pyotr Ilyich Tchaikovsky,"classical, classical drill, late romantic era, russian romanticism",70,1248335
Greg Maroney,new age piano,39,26207
Deekline,"breakbeat, ragga jungle",45,32140
Eminem,"detroit hip hop, hip hop, rap",89,79665719
Catz 'n Dogz,"deep disco house, german techno, house, minimal tech house, minimal techno",42,58593
Atif Aslam,"classic pakistani pop, filmi, modern bollywood, sufi",74,19512149
Reik,"latin arena pop, latin pop, mexican pop, reggaeton, urbano latino",76,8684971
Icona Pop,"candy pop, dance pop, electropop, metropopolis, swedish electropop, swedish synthpop",63,714308
salvia palth,"countrygaze, lo-fi emo, lo-fi indie, pov: indie, slowcore, small room",66,852861
The Field Tapes,ambient guitar,46,7402
Tujamo,"dutch house, edm, electro house, melbourne bounce, pop dance, progressive electro house",60,259422
Bob Marley & The Wailers,"reggae, roots reggae",76,11947851
Lauren Daigle,"ccm, christian alternative rock, christian music",68,2591122
Autumn!,"emoplugg, glitchcore, plugg, pluggnb",62,427510
Stephen Sanchez,gen z singer-songwriter,74,1038672
Tenno,"japanese chillhop, lo-fi study",50,25056
Tom Misch,"indie soul, jazz pop",63,1190798
Marshmello,"brostep, edm, pop, progressive electro house",83,35209235
Queen,"classic rock, glam rock, rock",82,49135907
Arash Pandi,iranian experimental,0,71
The Alchemist,"alternative hip hop, drumless hip hop, hip hop, instrumental hip hop, west coast rap",69,569998
Rick James,"disco, funk, motown, p funk, quiet storm, soul, synth funk",58,1190099
Alexandre Desplat,"french soundtrack, orchestral soundtrack, soundtrack",62,313382
Foster The People,"indietronica, modern alternative rock, modern rock, rock",68,3780461
daniel.mp3,ambient lo-fi,59,36141
PXNDX,"emo mexicano, latin alternative, latin rock, mexican pop punk, mexican rock, punk rock mexicano, rock en espanol",64,1382934
Matheus Fernandes,"arrocha, forro",68,795253
Del Wood,"honky-tonk piano, old west",7,473
NCT 127,"k-pop, k-pop boy group",69,7298284
The Weeknd,"canadian contemporary r&b, canadian pop, pop",93,75751606
WeiBird,"chinese r&b, mandopop, taiwan singer-songwriter",56,375377
Marc Seguí,spanish pop,63,125165
Golden Features,industrial pop,52,120411
William Black,"melodic dubstep, pop edm",53,102436
Loafy Building,lo-fi study,49,5671
Ritviz,"desi hip hop, desi pop, hindi indie, indian edm, indian indie",57,1285576
Pat Metheny,"avant-garde jazz, contemporary post-bop, jazz, jazz fusion, jazz guitar",49,341271
At The Gates,"death metal, gothenburg metal, melodic death metal, metal, swedish death metal, swedish melodeath, swedish metal, thrash metal",43,231602
Cesária Evora,"afropop, cape verdean folk, morna, musica cabo-verdiana, twoubadou, world",52,369973
Stebin Ben,"desi pop, filmi, modern bollywood",61,1609026
Alan Tam,"c-pop, classic cantopop",49,384604
FIDLAR,"indie garage rock, noise pop",48,315798
Machel Montano,"chutney, dancehall, soca",49,199472
Víkingur Ólafsson,"classical piano, nordic classical piano",61,71979
FKJ,"filter house, indie soul",65,1438056
Sam Cooke,"classic soul, soul, vocal jazz",65,1562359
Hot Since 82,"deep disco house, house, minimal techno, uk house",46,282804
George Lam,"c-pop, cantopop, classic cantopop",46,221747
Grupo Bryndis,"banda, grupera, gruperas inmortales, grupero romantico, musica mexicana, norteno",68,2238763
Josiah and the Bonnevilles,"modern folk rock, stomp and holler",60,91123
Japãozin,"forro, lambadao, piseiro",59,658514
R3HAB,"dutch house, edm, electro house, pop dance, progressive electro house, slap house",73,2533466
Jeff Mills,"afrofuturism, detroit techno, minimal techno, techno",30,151985
The Muppets,"cartoon, children's music",54,68434
Lenin Ramírez,"banda, corrido, musica mexicana, norteno, sad sierreno, sierreno",66,2987809
µ-Ziq,"abstract, braindance, breakcore, deep idm, drill and bass, intelligent dance music, uk experimental electronic",34,80053
Model 500,"acid house, afrofuturism, detroit techno, proto-techno, techno",21,14559
ONMYO-ZA,"j-metal, japanese heavy metal",35,42956
Always Mirin,gym hardstyle,55,21990
İbrahim Tatlıses,"arabesk, turkish folk",61,2211942
DJ Rolando,"detroit house, detroit techno, techno",23,7446
Polo & Pan,"dark disco, electro-pop francais, french indietronica",59,738291
Mangoo,swedish eurodance,58,30329
G-Rex,"brostep, dubstep, gaming dubstep",50,35072
Nusrat Fateh Ali Khan,"classic pakistani pop, filmi, indian fusion, pakistani folk, qawwali, sufi, world",65,5699494
Selim Billor,,23,2624
Diana Krall,"contemporary vocal jazz, jazz pop, vocal jazz",61,1079459
Sleepermane,lo-fi study,53,8859
Richard Bonynge,"classical performance, opera",56,3557
Diego & Victor Hugo,"arrocha, sertanejo, sertanejo pop, sertanejo universitario",70,2992627
Ray LaMontagne,"acoustic pop, indie folk, neo mellow, stomp and holler",61,1011981
Kina Grannis,"acoustic pop, viral pop",58,516209
Tony Matterhorn,"dancehall, jamaican dancehall",37,92541
Disney Peaceful Piano,piano cover,64,76147
Handsome Boy Modeling School,"alternative hip hop, trip hop",45,144060
Audien,"edm, electro house, pop dance, pop edm, progressive electro house, progressive house",54,185635
Davido,"afrobeats, afropop, azontobeats, ghanaian hip hop, nigerian pop",71,4008189
FKA twigs,"afrofuturism, alternative r&b, art pop, escape room, experimental r&b, trip hop",58,1184619
La Oreja de Van Gogh,"latin arena pop, latin pop, mexican pop, spanish pop, spanish pop rock",70,3598413
Francisco Lomuto,"orquesta tipica, tango, vintage tango",27,4859
CID,"bass house, deep groove house, dutch house, edm, electro house, house, pop dance, pop edm, progressive electro house, progressive house, tech house, uk dance",51,105119
(Hed) P.E.,"alternative metal, industrial metal, nu metal, rap metal, rap rock",46,209771
Post Malone,"dfw rap, melodic rap, pop, rap",86,43084402
SHY FX,"drum and bass, jungle, ragga jungle",57,193145
Lord Belphegor,,40,195
A$AP Rocky,"east coast hip hop, hip hop, rap, trap",80,13213498
Jugglerz,jamaican dancehall,55,13189
Ookay,"brostep, dubstep, edm, electro house, electronic trap",45,238551
Billie Holiday,"adult standards, harlem renaissance, jazz, jazz blues, soul, swing, torch song, vocal jazz",63,1827953
Koe Wetzel,classic texas country,65,582852
Nekfeu,"french hip hop, pop urbaine, rap conscient",68,2616954
Raimu,"anime lo-fi, japanese chillhop, lo-fi study",51,17759
Kevin Kern,"neoclassical darkwave, new age, new age piano",45,64145
The Fray,"neo mellow, piano rock, pop, pop rock",67,4029492
Imelda May,"neo-rockabilly, rockabilly",42,172653
Nakatomi,happy hardcore,30,5272
Manuel Carrasco,"carnaval cadiz, pop flamenco, spanish pop",64,2164111
The Buggles,"early synthpop, new wave pop, zolo",54,106710
Israel & New Breed,gospel,50,361206
Hartshorn,deep happy hardcore,21,1618
Excision,"brostep, canadian electronic, filthstep",59,710742
Hybrid Minds,"drum and bass, liquid funk",57,149237
Sufian Suhaimi,malaysian pop,49,549426
HVDES,"dark clubbing, electra",40,27730
Imaginary Future,"acoustic pop, folk-pop",51,148449
The Animals,"album rock, british invasion, classic rock, hard rock, protopunk, psychedelic rock, rock",62,2327713
LOUDNESS,"glam metal, j-metal, japanese heavy metal",34,84754
Raí Saia Rodada,"arrocha, forro",64,2305024
Pj Panda,kids hip hop,31,13990
Cannons,chillwave,60,315122
Jason Ross,"dubstep, melodic dubstep, pop edm, progressive house, progressive trance",49,55985
Lance Allen,"chill guitar, fingerstyle",46,14137
Markus Becker,"discofox, kolsche karneval, partyschlager, schlager",41,48646
Walker & Royce,"bass house, deep disco house, house, tech house",48,61268
Bill Haley & His Comets,"rock-and-roll, rockabilly",49,306363
Sally Yeh,"c-pop, cantopop, classic cantopop, classic mandopop",44,100367
Travis Greene,"gospel, naija worship, praise",50,517264
Anna-Maria Zimmermann,"classic schlager, discofox, partyschlager, schlager",48,88387
andhim,"deep euro house, german house, minimal techno",46,123638
Will Ackerman,"fingerstyle, new age",41,21519
milet,j-pop,62,697403
The Knack,"album rock, classic rock, hard rock, heartland rock, mellow gold, new wave, new wave pop, power pop, soft rock",53,232043
Oleg Pogudin,russian romance,10,1164
Hania Rani,"compositional ambient, neo-classical",56,225733
Paradise Lost,"doom metal, gothic metal, groove metal, metal, uk doom metal",49,306744
Post Malone,"dfw rap, melodic rap, pop, rap",86,43084402
Aphrodite's Child,"canterbury scene, greek psychedelic rock, progressive rock, symphonic rock",38,95861
Joy Williams,"acoustic pop, christian indie, nashville americana, nashville singer-songwriter, new americana",55,117286
Chencho Corleone,"reggaeton, reggaeton flow, trap latino, urbano latino",78,652116
Killermichel,"discofox, partyschlager",38,10452
Jessie Mueller,"broadway, show tunes",51,32846
S3RL,"australian dance, freeform hardcore, happy hardcore",56,342007
John Mayer,"neo mellow, singer-songwriter",74,5985038
Luke Chiang,"bedroom r&b, chill r&b",59,303290
Payal Dev,"desi pop, filmi, modern bollywood",68,2122987
Tracy Morgan,black comedy,36,3106
Raymond Lam,cantopop,43,69233
"Fear, and Loathing in Las Vegas","j-metal, j-poprock, japanese metalcore, japanese post-hardcore, japanese screamo, trancecore",49,271619
Hillsong Worship,"ccm, christian music, world worship, worship",71,5374054
Grupo Revelação,"pagode, pagode novo",65,1533144
The Kills,"alternative dance, dance-punk, garage rock, garage rock revival, indie rock, indietronica, modern blues rock, modern rock, new rave",50,680064
Duran Duran,"album rock, dance rock, new romantic, new wave, new wave pop, rock, soft rock, synthpop",66,2823222
Chicane,trance,54,159475
Rata Blanca,"argentine heavy metal, argentine rock, latin alternative, latin rock, rock en espanol, rock urbano mexicano",59,1221352
Tha Playah,"dark hardcore, happy hardcore, hardcore techno",40,59812
XTC,"alternative rock, art punk, art rock, beatlesque, new romantic, new wave, new wave pop, post-punk, power pop, uk post-punk, zolo",48,316650
ABC Kids,australian children's music,52,11009
Die Draufgänger,"partyschlager, schlager, volkspop",49,91028
Ricky Skaggs,"bluegrass, bluegrass gospel, classic country pop, country rock, mandolin, old-time, progressive bluegrass",47,123594
Jubël,swedish pop,60,85152
Tye Tribbett,"gospel, praise",49,424329
Masego,"alternative r&b, indie soul",67,1248358
Pitty,"brazilian rock, hard rock brasileiro, pop rock brasileiro, rock baiano",61,2290336
Kontra K,"german hip hop, german pop",71,2249311
Katy Perry,pop,82,30899846
Emmit Fenn,chill house,60,194450
Jean-Yves Thibaudet,"classical piano, french classical piano",57,34630
The Art of Jaysun,,9,688
Michael Reno Harrell,neo honky tonk,3,513
Devan Ekambaram,"filmi, tamil pop",58,232338
2002,new age,41,27754
Anti-Flag,"punk, skate punk",48,436316
Taylor Swift,pop,100,95490201
King Clave,"grupera, mexican rock-and-roll, pop romantico, ranchera",53,196699
Carlos Di Sarli y su Orquesta Típica,"orquesta tipica, tango, vintage tango",27,8369
Issues,"metalcore, neon pop punk, nu-metalcore, pop punk, screamo, trancecore",48,338940
WAGAMAMA RAKIA,"idol rock, j-pixie",29,19299
Peter Bjorn and John,"alternative dance, baroque pop, dance-punk, indie rock, modern rock, new rave, swedish alternative rock, swedish indie pop",58,377673
Wes Montgomery Trio,"jazz guitar, jazz guitar trio, jazz trio",43,33406
Nadav Cohen,lo-fi study,52,1878
Pashanim,"german alternative rap, german drill, german hip hop",68,593134
Blank & Jones,"chill lounge, german techno, trance",52,99442
Dhee,"filmi, tamil pop",63,484898
A Number Of Names,"detroit techno, proto-techno",13,1617
Johann Sebastian Bach,"baroque, classical, early music, german baroque",75,4212126
Claude Young,"detroit techno, techno",15,4360
DJ Chipman,kids dance party,6,2543
Andrew Tan,"malaysian mandopop, mandopop",47,152799
Pink Floyd,"album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock",77,19944281
Christian Death,"deathrock, gothic rock",41,165247
The Weary Boys,"gothic americana, neo honky tonk",15,3335
Jay Wheeler,"reggaeton, trap latino, urbano latino",75,3639199
Rihanna,"barbadian pop, pop, urban contemporary",88,59076841
Melike Şahin,"turkish alt pop, turkish pop, turkish singer-songwriter",64,896100
Faizal Tahir,malaysian pop,46,511166
Kupla,"anime lo-fi, lo-fi beats",55,92182
Vanessa Da Mata,"mpb, nova mpb",60,1201632
D-Sturb,"classic hardstyle, euphoric hardstyle, frenchcore, rawstyle, xtra raw",52,76440
Jordan Chan,"cantopop, mandopop",46,137764
San Holo,"brostep, edm, electro house, electronic trap, future bass, pop dance",54,694733
Carolina Gaitán - La Gaita,movie tunes,55,54946
First Aid Kit,"swedish americana, swedish country",59,1192111
White Noise Baby Sleep Music,sleep,57,7073
Elba Ramalho,"axe, bossa nova, mpb, pagode, samba, velha guarda",54,440161
Warren G,"g funk, gangster rap, hardcore hip hop, hip hop, west coast rap",61,2357639
Osvaldo Pugliese,"latin classical, tango",36,56418
Paul Simon,"classic rock, folk, folk rock, mellow gold, permanent wave, rock, singer-songwriter, soft rock",65,2227141
Pj Sin Suela,"puerto rican rock, reggae en espanol",54,70608
Set It Off,"electropowerpop, otacore, pixie, pov: indie",63,897207
Pig Destroyer,"american grindcore, death metal, deathgrind, grindcore, sludge metal, virginia metal",36,97914
TEKKNO,techno remix,61,100708
Sam Hui,"c-pop, classic cantopop, vintage cantonese pop",45,182124
Phuture Noize,"australian dance, classic hardstyle, euphoric hardstyle, rawstyle",50,67987
The Kiboomers,"children's music, nursery, preschool children's music",63,67637
Zara Larsson,"pop, scandipop, swedish electropop, swedish pop",75,10484640
Riley Green,"contemporary country, country road, modern country rock",67,637165
Finger Eleven,"alternative metal, canadian rock, funk metal, nu metal, post-grunge",58,710117
Rob IYF,deep happy hardcore,25,2395
Anoushka Shankar,"hindustani classical, indian classical, indian fusion, sitar, world fusion",43,246169
3TEETH,"industrial metal, industrial rock",44,96231
Connor Price,singer-songwriter pop,70,982845
Count Basie,"big band, harlem renaissance, jazz, jazz piano, swing, vocal jazz",59,342096
BØRNS,"indie poptimism, modern alternative rock, modern rock, pov: indie",65,1220564
Carl Smith,"classic country pop, honky tonk, western swing",26,29784
